"SampleID"	"SampleIDExtra"	"Treatments"	"Generation"	"Sex"	"Morpholino"	"Exposure"	"FishNumber"	"Tissue"	"RunID"	"Length_mm"	"Weight_g"
"339"	"BaP_0678"	"BaP_0678"	"CoMo_BaP"	"F2"	"F"	"CoMo"	"BaP"	61	"Fecal"	"s350"	35	1.005
"340"	"BaP_0679"	"BaP_0679"	"CoMo_BaP"	"F2"	"M"	"CoMo"	"BaP"	62	"Fecal"	"s351"	37.5	0.867
"341"	"BaP_0680"	"BaP_0680"	"CoMo_BaP"	"F2"	"F"	"CoMo"	"BaP"	63	"Fecal"	"s352"	40	1.391
"342"	"BaP_0781"	"BaP_0781"	"CoMo_BaP"	"F2"	"M"	"CoMo"	"BaP"	64	"Fecal"	"s353"	36.5	0.756
"343"	"BaP_0782"	"BaP_0782"	"CoMo_BaP"	"F2"	"F"	"CoMo"	"BaP"	65	"Fecal"	"s354"	35.5	1.006
"344"	"BaP_0783"	"BaP_0783"	"CoMo_BaP"	"F2"	"M"	"CoMo"	"BaP"	66	"Fecal"	"s355"	34.5	0.917
"345"	"BaP_0784"	"BaP_0784"	"CoMo_BaP"	"F2"	"F"	"CoMo"	"BaP"	67	"Fecal"	"s356"	39	1.425
"346"	"BaP_0785"	"BaP_0785"	"CoMo_BaP"	"F2"	"M"	"CoMo"	"BaP"	68	"Fecal"	"s357"	37	0.822
"347"	"BaP_0786"	"BaP_0786"	"CoMo_BaP"	"F2"	"F"	"CoMo"	"BaP"	69	"Fecal"	"s358"	38	1.201
"348"	"BaP_0787"	"BaP_0787"	"CoMo_BaP"	"F2"	"M"	"CoMo"	"BaP"	70	"Fecal"	"s359"	36	0.78
"349"	"BaP_0788"	"BaP_0788"	"CoMo_BaP"	"F2"	"F"	"CoMo"	"BaP"	71	"Fecal"	"s360"	35.5	0.893
"350"	"BaP_0457"	"BaP_0457"	"CoMo_BaP"	"F2"	"M"	"CoMo"	"BaP"	72	"Fecal"	"s361"	33	0.721
"351"	"BaP_0458"	"BaP_0458"	"AHR2Mo_DMSO"	"F2"	"F"	"AHR2Mo"	"DMSO"	73	"Fecal"	"s362"	42	1.569
"352"	"BaP_0459"	"BaP_0459"	"AHR2Mo_DMSO"	"F2"	"M"	"AHR2Mo"	"DMSO"	74	"Fecal"	"s363"	39.5	1.199
"353"	"BaP_0460"	"BaP_0460"	"AHR2Mo_DMSO"	"F2"	"F"	"AHR2Mo"	"DMSO"	75	"Fecal"	"s364"	38	1.461
"354"	"BaP_0461"	"BaP_0461"	"AHR2Mo_DMSO"	"F2"	"M"	"AHR2Mo"	"DMSO"	76	"Fecal"	"s365"	32	0.638
"355"	"BaP_0462"	"BaP_0462"	"AHR2Mo_DMSO"	"F2"	"F"	"AHR2Mo"	"DMSO"	77	"Fecal"	"s366"	40.5	1.28
"356"	"BaP_0463"	"BaP_0463"	"AHR2Mo_DMSO"	"F2"	"M"	"AHR2Mo"	"DMSO"	78	"Fecal"	"s367"	37	0.941
"357"	"BaP_0464"	"BaP_0464"	"AHR2Mo_DMSO"	"F2"	"F"	"AHR2Mo"	"DMSO"	79	"Fecal"	"s368"	35	1.285
"358"	"BaP_0565"	"BaP_0565"	"AHR2Mo_DMSO"	"F2"	"M"	"AHR2Mo"	"DMSO"	80	"Fecal"	"s369"	30	0.68
"359"	"BaP_0566"	"BaP_0566"	"AHR2Mo_DMSO"	"F2"	"F"	"AHR2Mo"	"DMSO"	81	"Fecal"	"s370"	38	1.16
"360"	"BaP_0567"	"BaP_0567"	"AHR2Mo_DMSO"	"F2"	"M"	"AHR2Mo"	"DMSO"	82	"Fecal"	"s371"	30.5	0.57
"361"	"BaP_0568"	"BaP_0568"	"AHR2Mo_DMSO"	"F2"	"F"	"AHR2Mo"	"DMSO"	83	"Fecal"	"s372"	38	1.372
"362"	"BaP_0569"	"BaP_0569"	"AHR2Mo_DMSO"	"F2"	"M"	"AHR2Mo"	"DMSO"	84	"Fecal"	"s373"	34	0.742
"363"	"BaP_0570"	"BaP_0570"	"AHR2Mo_DMSO"	"F2"	"F"	"AHR2Mo"	"DMSO"	85	"Fecal"	"s374"	38	1.619
"364"	"BaP_0571"	"BaP_0571"	"AHR2Mo_DMSO"	"F2"	"M"	"AHR2Mo"	"DMSO"	86	"Fecal"	"s375"	38.5	0.939
"365"	"BaP_0572"	"BaP_0572"	"AHR2Mo_DMSO"	"F2"	"F"	"AHR2Mo"	"DMSO"	87	"Fecal"	"s376"	39	1.492
"366"	"BaP_0889"	"BaP_0889_25"	"AHR2Mo_DMSO"	"F2"	"M"	"AHR2Mo"	"DMSO"	88	"Fecal"	"s377"	32	0.514
"367"	"BaP_0890"	"BaP_0890_26"	"AHR2Mo_DMSO"	"F2"	"F"	"AHR2Mo"	"DMSO"	89	"Fecal"	"s378"	38	1.108
"368"	"BaP_0891"	"BaP_0891_27"	"AHR2Mo_DMSO"	"F2"	"M"	"AHR2Mo"	"DMSO"	90	"Fecal"	"s379"	37	0.971
"369"	"BaP_0893"	"BaP_0893_29"	"AHR2Mo_DMSO"	"F2"	"F"	"AHR2Mo"	"DMSO"	91	"Fecal"	"s380"	38	1.091
"370"	"BaP_0895"	"BaP_0895_31"	"AHR2Mo_DMSO"	"F2"	"M"	"AHR2Mo"	"DMSO"	92	"Fecal"	"s381"	30.5	0.571
"371"	"BaP_0897"	"BaP_0897_33"	"AHR2Mo_DMSO"	"F2"	"F"	"AHR2Mo"	"DMSO"	93	"Fecal"	"s382"	38.5	1.505
"372"	"BaP_0899"	"BaP_0899_35"	"AHR2Mo_DMSO"	"F2"	"M"	"AHR2Mo"	"DMSO"	94	"Fecal"	"s383"	31.5	0.637
"373"	"BaP_0961"	"BaP_0961_61"	"AHR2Mo_DMSO"	"F2"	"F"	"AHR2Mo"	"DMSO"	95	"Fecal"	"s385"	39	1.171
"374"	"BaP_0962"	"BaP_0962_62"	"AHR2Mo_DMSO"	"F2"	"M"	"AHR2Mo"	"DMSO"	96	"Fecal"	"s386"	35	0.754
"375"	"BaP_0963"	"BaP_0963_63"	"AHR2Mo_DMSO"	"F2"	"F"	"AHR2Mo"	"DMSO"	97	"Fecal"	"s387"	42	1.7
"376"	"BaP_0964"	"BaP_0964_64"	"AHR2Mo_DMSO"	"F2"	"M"	"AHR2Mo"	"DMSO"	98	"Fecal"	"s388"	35	0.814
"377"	"BaP_0965"	"BaP_0965_65"	"AHR2Mo_DMSO"	"F2"	"F"	"AHR2Mo"	"DMSO"	99	"Fecal"	"s389"	40	1.526
"378"	"BaP_0966"	"BaP_0966_66"	"AHR2Mo_DMSO"	"F2"	"M"	"AHR2Mo"	"DMSO"	100	"Fecal"	"s390"	32	0.665
"379"	"BaP_0967"	"BaP_0967_67"	"AHR2Mo_DMSO"	"F2"	"F"	"AHR2Mo"	"DMSO"	101	"Fecal"	"s391"	39	1.572
"380"	"BaP_0968"	"BaP_0968_68"	"AHR2Mo_DMSO"	"F2"	"M"	"AHR2Mo"	"DMSO"	102	"Fecal"	"s392"	35.5	0.697
"381"	"BaP_1033"	"BaP_1033_97"	"AHR2Mo_DMSO"	"F2"	"F"	"AHR2Mo"	"DMSO"	103	"Fecal"	"s393"	36	0.951
"382"	"BaP_1034"	"BaP_1034_98"	"AHR2Mo_DMSO"	"F2"	"M"	"AHR2Mo"	"DMSO"	104	"Fecal"	"s394"	34	0.747
"383"	"BaP_1035"	"BaP_1035_99"	"AHR2Mo_DMSO"	"F2"	"F"	"AHR2Mo"	"DMSO"	105	"Fecal"	"s395"	38	1.126
"384"	"BaP_1036"	"BaP_1036_100"	"AHR2Mo_DMSO"	"F2"	"M"	"AHR2Mo"	"DMSO"	106	"Fecal"	"s396"	34.5	0.758
"385"	"BaP_1037"	"BaP_1037_101"	"AHR2Mo_DMSO"	"F2"	"F"	"AHR2Mo"	"DMSO"	107	"Fecal"	"s397"	35	1.134
"386"	"BaP_1038"	"BaP_1038_102"	"AHR2Mo_DMSO"	"F2"	"M"	"AHR2Mo"	"DMSO"	108	"Fecal"	"s398"	34	0.806
"387"	"BaP_1039"	"BaP_1039_103"	"AHR2Mo_BaP"	"F2"	"F"	"AHR2Mo"	"BaP"	109	"Fecal"	"s399"	36.5	1.052
"388"	"BaP_1040"	"BaP_1040_104"	"AHR2Mo_BaP"	"F2"	"M"	"AHR2Mo"	"BaP"	110	"Fecal"	"s400"	34	0.834
"389"	"BaP_1105"	"BaP_1105_133"	"AHR2Mo_BaP"	"F2"	"F"	"AHR2Mo"	"BaP"	111	"Fecal"	"s401"	38.5	1.408
"390"	"BaP_1106"	"BaP_1106_134"	"AHR2Mo_BaP"	"F2"	"M"	"AHR2Mo"	"BaP"	112	"Fecal"	"s402"	36	0.78
"391"	"BaP_1107"	"BaP_1107_135"	"AHR2Mo_BaP"	"F2"	"F"	"AHR2Mo"	"BaP"	113	"Fecal"	"s403"	34.5	0.662
"392"	"BaP_1108"	"BaP_1108_136"	"AHR2Mo_BaP"	"F2"	"M"	"AHR2Mo"	"BaP"	114	"Fecal"	"s404"	35	0.654
"393"	"BaP_1109"	"BaP_1109_137"	"AHR2Mo_BaP"	"F2"	"F"	"AHR2Mo"	"BaP"	115	"Fecal"	"s405"	36.5	1.297
"394"	"BaP_1110"	"BaP_1110_138"	"AHR2Mo_BaP"	"F2"	"M"	"AHR2Mo"	"BaP"	116	"Fecal"	"s406"	35	0.743
"395"	"BaP_1111"	"BaP_1111_139"	"AHR2Mo_BaP"	"F2"	"F"	"AHR2Mo"	"BaP"	117	"Fecal"	"s407"	40	1.522
"396"	"BaP_1112"	"BaP_1112_140"	"AHR2Mo_BaP"	"F2"	"M"	"AHR2Mo"	"BaP"	118	"Fecal"	"s408"	33.5	0.738
"397"	"BaP_0969"	"BaP_0969_69"	"AHR2Mo_BaP"	"F2"	"F"	"AHR2Mo"	"BaP"	119	"Fecal"	"s409"	38.5	1.022
"398"	"BaP_0970"	"BaP_0970_70"	"AHR2Mo_BaP"	"F2"	"M"	"AHR2Mo"	"BaP"	120	"Fecal"	"s410"	35	0.75
"399"	"BaP_0971"	"BaP_0971_71"	"AHR2Mo_BaP"	"F2"	"F"	"AHR2Mo"	"BaP"	121	"Fecal"	"s411"	38.5	1.314
"400"	"BaP_0972"	"BaP_0972_72"	"AHR2Mo_BaP"	"F2"	"M"	"AHR2Mo"	"BaP"	122	"Fecal"	"s412"	35	0.732
"401"	"BaP_1041"	"BaP_1041_105"	"AHR2Mo_BaP"	"F2"	"F"	"AHR2Mo"	"BaP"	123	"Fecal"	"s413"	37	1.094
"402"	"BaP_1042"	"BaP_1042_106"	"AHR2Mo_BaP"	"F2"	"M"	"AHR2Mo"	"BaP"	124	"Fecal"	"s414"	30	0.62
"403"	"BaP_1043"	"BaP_1043_107"	"AHR2Mo_BaP"	"F2"	"F"	"AHR2Mo"	"BaP"	125	"Fecal"	"s415"	38	1.311
"404"	"BaP_1044"	"BaP_1044_108"	"AHR2Mo_BaP"	"F2"	"M"	"AHR2Mo"	"BaP"	126	"Fecal"	"s416"	36.5	0.814
"405"	"BaP_1113"	"BaP_1113_141"	"AHR2Mo_BaP"	"F2"	"F"	"AHR2Mo"	"BaP"	127	"Fecal"	"s417"	39.5	1.253
"406"	"BaP_1114"	"BaP_1114_142"	"AHR2Mo_BaP"	"F2"	"M"	"AHR2Mo"	"BaP"	128	"Fecal"	"s418"	37	0.906
"407"	"BaP_1115"	"BaP_1115_143"	"AHR2Mo_BaP"	"F2"	"F"	"AHR2Mo"	"BaP"	129	"Fecal"	"s419"	36.5	1.071
"408"	"BaP_1116"	"BaP_1116_144"	"AHR2Mo_BaP"	"F2"	"M"	"AHR2Mo"	"BaP"	130	"Fecal"	"s420"	38	0.941
"409"	"BaP_0865"	"BaP_0865_1"	"AHR2Mo_BaP"	"F2"	"F"	"AHR2Mo"	"BaP"	131	"Fecal"	"s421"	35.5	0.859
"410"	"BaP_1017"	"BaP_1017_81"	"AHR2Mo_BaP"	"F2"	"M"	"AHR2Mo"	"BaP"	132	"Fecal"	"s422"	35	0.868
"411"	"BaP_0866"	"BaP_0866_2"	"AHR2Mo_BaP"	"F2"	"F"	"AHR2Mo"	"BaP"	133	"Fecal"	"s423"	39	0.97
"412"	"BaP_1018"	"BaP_1018_82"	"AHR2Mo_BaP"	"F2"	"M"	"AHR2Mo"	"BaP"	134	"Fecal"	"s427"	36	0.698
"413"	"BaP_0002"	"BaP_0002"	"AHR2Mo_BaP"	"F2"	"F"	"AHR2Mo"	"BaP"	135	"Fecal"	"s428"	38	0.926
"414"	"BaP_0650"	"BaP_0650"	"AHR2Mo_BaP"	"F2"	"M"	"AHR2Mo"	"BaP"	136	"Fecal"	"s429"	37	0.764
"415"	"BaP_0442"	"BaP_0442"	"AHR2Mo_BaP"	"F2"	"F"	"AHR2Mo"	"BaP"	137	"Fecal"	"s430"	40	1.135
"416"	"BaP_0090"	"BaP_0090"	"AHR2Mo_BaP"	"F2"	"M"	"AHR2Mo"	"BaP"	138	"Fecal"	"s431"	36	0.737
"417"	"BaP_0098"	"BaP_0098"	"AHR2Mo_BaP"	"F2"	"F"	"AHR2Mo"	"BaP"	139	"Fecal"	"s432"	38.5	1.226
"418"	"BaP_0142"	"BaP_0142"	"AHR2Mo_BaP"	"F2"	"M"	"AHR2Mo"	"BaP"	140	"Fecal"	"s433"	34	0.774
"419"	"BaP_0001"	"BaP_0001"	"AHR2Mo_BaP"	"F2"	"F"	"AHR2Mo"	"BaP"	141	"Fecal"	"s434"	37.5	1.075
"420"	"BaP_0649"	"BaP_0649"	"AHR2Mo_BaP"	"F2"	"M"	"AHR2Mo"	"BaP"	142	"Fecal"	"s435"	33.5	0.754
"421"	"BaP_0441"	"BaP_0441"	"AHR2Mo_BaP"	"F2"	"F"	"AHR2Mo"	"BaP"	143	"Fecal"	"s436"	38	1.212
"422"	"BaP_0089"	"BaP_0089"	"AHR2Mo_BaP"	"F2"	"M"	"AHR2Mo"	"BaP"	144	"Fecal"	"s437"	34.5	0.654
